Entire,13,1 1 -4 2 -5,16,0 0,16,0 0,114849
Entire,10,4 -2 -4 -3 0,15,0 0,15,0 0,120078
Entire,15,-2 15 7 -1 -2,15,0 1,16,0 0,117799
Entire,17,7 5 1 4 0,15,0 0,15,0 0,119136
Entire,15,4 1 -1 1 1,15,0 -1,16,0 0,120143
Entire,15,1 0 -1 0 1,13,-1 -1,14,-1 0,115085
Entire,12,6 -4 1 -1 -1,15,0 0,16,0 0,117396
Entire,16,4 0 1 2 0,14,0 0,15,-1 0,120690
Entire,16,2 0 -2 -2 -2,13,-2 0,16,1 0,117938
Entire,17,3 -1 1 1 0,15,0 0,17,0 -1,114700
Entire,15,2 1 0 0 0,15,1 0,16,0 0,114517
Entire,14,3 -9 1 -3 -1,13,0 1,15,0 0,119492
Entire,8,6 -3 -3 -2 -3,14,-1 0,18,2 0,118039
Entire,12,1 2 -1 -2 -1,12,-1 0,16,0 2,119006
Entire,16,2 1 0 1 -3,15,0 0,16,0 0,119334
Entire,14,0 -1 3 1 2,14,-1 0,15,-1 0,121096
Entire,20,-3 -3 0 -2 5,16,0 0,15,0 0,114892
Entire,12,10 0 -1 0 -1,14,1 0,15,1 0,121016
Entire,19,10 0 5 2 -3,16,3 -1,15,-1 1,117308
Entire,16,9 1 -1 1 4,15,-2 0,17,2 0,120554
Entire,14,2 -2 -1 2 -4,13,0 0,16,-1 0,117213
Entire,14,-6 -1 -5 1 1,13,1 0,15,0 0,115687
Entire,13,3 -1 -1 2 0,11,-1 1,16,-1 0,121010
Entire,11,3 1 -1 1 -3,15,0 0,17,0 0,120569
Entire,12,1 -1 -1 0 2,15,0 -1,15,0 0,115976
Entire,15,-2 -2 -2 2 1,13,0 -1,17,0 0,117247
Entire,15,9 -3 6 2 -1,16,1 0,16,0 0,119250
Entire,16,-2 1 -2 -1 0,13,0 0,14,0 0,116451
Entire,17,6 3 0 -2 5,15,1 -1,15,0 0,114385
Entire,12,-7 1 -1 1 -1,15,0 0,15,0 -1,117623
Entire,16,3 2 0 0 -2,15,0 0,16,0 0,117145
Entire,17,2 0 -1 -1 -1,13,0 0,15,0 0,115747
Entire,14,2 -2 0 -1 -1,15,1 0,16,-1 0,116850
Entire,18,7 -1 4 -1 -2,17,4 -1,14,-3 1,114932
Entire,15,3 2 -3 1 -1,13,-1 -1,16,0 0,114029
Entire,15,-5 -3 1 3 1,13,-1 -1,16,0 0,115304
Entire,16,0 -2 2 0 0,16,1 0,16,1 -1,118033
Entire,13,8 0 -1 -1 1,14,-1 0,16,0 0,118126
Entire,13,3 3 -1 1 1,13,0 0,15,0 0,119331
Entire,16,-2 -4 0 2 1,15,0 0,16,0 -1,114157
Entire,10,5 3 -1 3 -2,14,-1 -1,15,0 0,113868
Entire,12,3 1 -1 -2 -1,15,0 0,15,-1 0,114824
Entire,14,6 -1 -2 1 3,14,0 0,15,0 0,113859
Entire,12,-2 0 -2 -3 -2,15,1 0,15,1 0,115521
Entire,11,3 -1 2 -1 -3,15,0 0,16,0 0,120803
Entire,14,12 5 3 -2 1,16,3 0,15,-2 0,114351
Entire,13,2 2 0 0 1,14,0 0,16,0 0,116470
Entire,16,10 2 2 -2 7,14,1 -1,17,-1 0,120947
Entire,16,3 -5 0 -1 3,14,1 1,14,1 0,117871
Entire,11,-10 -6 -2 2 -1,16,1 0,15,0 -1,118261
Entire,14,4 0 -2 1 -1,13,0 0,15,0 0,113806
Entire,18,6 2 1 -2 1,15,0 0,15,0 0,118291
Entire,13,-7 1 0 -2 0,15,-1 0,16,0 0,117592
Entire,11,2 1 1 1 -1,13,-1 0,15,-1 0,114182
Entire,11,1 0 -3 -2 0,14,0 0,15,0 0,119170
Entire,12,2 3 -1 4 0,14,0 -1,16,1 0,120702
Entire,13,-1 0 -3 -1 -2,11,1 0,16,-1 0,115096
Entire,14,0 -2 0 -1 0,14,2 0,16,0 0,119487
Entire,16,2 -1 0 1 0,12,0 -1,17,0 0,116904
Entire,13,2 0 -1 0 -2,14,0 0,15,0 0,116390
Entire,18,5 -1 1 0 -1,15,0 0,16,0 0,120990
Entire,16,10 0 0 1 1,15,0 0,16,2 0,117113
Entire,15,4 1 -1 -3 0,11,-1 -1,15,0 0,119144
Entire,20,11 0 2 2 -4,17,4 -2,15,-2 1,118889
Entire,14,7 2 -2 1 1,13,1 0,16,0 0,113758
Entire,17,12 4 5 1 0,15,1 0,16,0 0,118675
Entire,14,2 -2 3 0 -1,15,0 0,18,0 1,114563
Entire,15,8 1 0 1 1,14,1 0,15,1 0,113586
Entire,17,2 0 0 -2 -2,14,0 0,17,-1 1,114398
Entire,18,-3 3 4 0 6,16,-1 1,15,0 -1,113223
Entire,18,6 -1 1 2 -2,18,2 -1,15,0 0,114349
Entire,18,5 0 0 -1 1,15,0 0,15,1 1,118489
Entire,14,7 -3 0 0 0,13,1 1,16,1 0,120772
Entire,11,-1 0 -2 -1 -2,12,0 0,15,-1 -1,119292
Entire,11,0 2 -1 0 -2,16,0 0,16,0 0,114267
Entire,14,2 -1 -2 1 0,12,-1 2,14,-1 0,115322
Entire,14,1 5 2 2 1,14,0 -1,15,0 0,116490
Entire,17,3 0 0 0 1,15,0 0,15,-1 0,119199
Entire,16,6 -2 -1 -1 -1,15,0 0,16,0 0,117484
Entire,15,7 0 2 1 3,14,0 0,16,2 0,115307
Entire,17,2 1 -1 0 -1,14,-1 0,14,-1 0,118128
Entire,14,1 2 0 8 1,15,-1 0,17,-1 0,119248
Entire,15,6 -3 -3 1 2,16,1 0,16,0 0,115311
Entire,12,9 -2 3 2 3,16,2 0,16,0 0,120739
Entire,14,1 1 -1 -1 -1,15,0 0,15,0 0,120528
Entire,17,7 -1 1 2 3,15,0 0,16,0 1,120823
Entire,18,-1 -1 2 -2 -1,14,1 0,16,0 0,113952
Entire,16,2 -1 1 0 0,15,0 -1,16,0 0,121162
Entire,14,-3 2 0 -3 1,12,0 0,15,-1 0,119108
Entire,14,1 1 -3 0 -3,14,0 -1,15,-1 0,118938
Entire,17,3 0 0 0 1,15,0 0,15,-1 0,118094
Entire,13,8 2 -2 -4 -1,13,-1 -1,14,-1 0,116193
Entire,12,3 -2 -2 0 3,15,-1 0,14,0 0,116265
Entire,11,2 -2 1 2 -2,15,0 1,16,0 0,118739
Entire,16,2 3 -1 0 0,13,-1 1,14,-1 0,113496
Entire,15,2 2 -1 0 -1,13,-1 0,15,-1 0,119945
Entire,16,7 -2 0 1 0,15,-1 0,15,0 0,119705
Entire,17,2 -1 0 -1 0,15,0 1,15,0 -1,118645
Entire,14,3 2 -1 -1 -2,15,0 0,16,1 0,114761
Entire,13,3 -1 -2 -1 -2,14,0 0,16,0 0,115678
Entire,11,-7 -5 -2 1 1,16,1 0,15,0 -1,119162
Entire,13,1 0 0 -1 -4,15,0 1,16,1 0,115618
Entire,13,5 0 -1 -1 2,14,0 -1,16,0 -1,118107
Entire,16,-2 1 2 1 -2,15,-1 0,16,0 1,120782
Entire,14,5 -3 -1 -1 0,14,0 0,14,1 0,117989
Entire,18,4 -2 1 0 0,12,2 -1,16,0 0,119795
Entire,13,1 -2 0 -2 -1,11,0 1,17,0 1,116868
Entire,13,4 1 0 1 0,13,-1 0,14,0 -1,117270
Entire,15,-3 4 6 2 6,13,1 -1,17,-1 1,116537
Entire,15,2 1 2 -1 -3,16,4 0,15,-5 0,116161
Entire,14,-3 -5 -2 0 1,13,0 1,19,0 0,118353
Entire,14,2 3 -1 1 -2,14,0 -1,16,0 0,117751
Entire,14,2 1 2 0 -3,15,0 -1,16,0 -1,114608
Entire,19,3 4 1 1 5,16,0 0,16,0 0,121056
Entire,12,4 0 0 -2 -3,15,0 0,15,0 0,119172
Entire,18,7 1 -3 1 2,15,1 0,17,-2 -1,120302
Entire,12,4 4 -2 -3 1,15,-1 0,16,1 0,116943
Entire,15,1 8 2 0 1,15,0 1,16,0 0,116508
Entire,18,6 3 2 -1 3,16,0 0,16,0 0,113918
Entire,15,3 4 -1 -1 0,15,0 0,16,1 0,115570
Entire,13,5 3 1 -1 0,14,-1 0,16,-1 0,119938
Entire,16,3 4 -1 -2 4,15,0 0,15,0 0,120653
Entire,12,4 1 0 0 2,14,0 0,15,0 0,114680
Entire,18,-2 -11 2 -1 5,16,-1 -1,15,1 0,113431
Entire,14,5 1 0 2 -7,17,3 0,15,-2 0,118025
Entire,14,6 1 -1 0 -2,14,0 0,16,0 0,118788
Entire,18,4 -1 1 0 2,12,0 0,14,0 0,118815
Entire,17,3 3 0 1 0,15,0 0,16,1 1,120203
Entire,13,-2 3 -2 1 -2,14,2 1,17,-1 -1,116004
Entire,13,3 -2 -1 -4 -5,12,-1 0,15,0 0,118195
Entire,14,3 2 0 -1 2,13,-1 -1,15,0 0,117269
Entire,15,-6 -1 1 -2 0,12,1 1,13,0 0,121178
Entire,13,2 0 -1 -1 -2,15,0 -1,15,0 0,117096
Entire,17,9 5 5 -1 -2,15,0 -1,16,0 0,114127
Entire,13,2 3 1 0 2,14,1 0,15,-2 0,116984
Entire,21,4 0 4 0 1,14,1 0,15,0 0,119734
Entire,15,1 4 1 0 -1,13,0 -1,15,0 0,117602
Entire,16,3 1 0 1 1,13,-1 0,14,-2 0,115729
Entire,13,-1 2 0 1 1,15,1 0,15,1 0,116024
Entire,14,-3 1 1 1 1,15,-1 0,16,0 0,118755
Entire,14,2 1 -1 -2 2,12,-1 0,17,0 0,120431
Entire,14,3 1 -2 -1 3,14,0 0,15,0 0,119946
Entire,17,5 0 2 -2 5,16,-1 0,16,-1 0,119005
Entire,15,5 -1 -2 1 3,15,0 1,16,0 0,115142
Entire,13,11 -1 0 0 5,16,1 0,17,0 0,113379
Entire,11,2 1 -4 0 -3,14,0 0,16,0 0,119636
Entire,10,-5 8 0 -1 1,15,-1 -1,16,-1 -1,117378
Entire,13,8 2 0 -1 -2,14,0 0,17,1 0,115713
Entire,11,3 -2 -1 0 -1,16,0 -1,16,0 0,115264
Entire,14,-1 0 1 0 -1,16,0 0,15,0 0,116095
Entire,12,0 1 0 2 -2,13,0 -1,14,0 0,117770
Entire,12,4 2 -3 -1 0,15,-1 1,16,0 0,115344
Entire,15,2 -2 -1 1 1,13,-1 0,14,-1 0,114843
Entire,11,6 -1 -2 1 -2,16,1 0,16,0 0,120967
Entire,14,-2 -2 -1 -2 -1,15,2 0,15,2 1,117176
Entire,19,2 2 0 0 0,16,0 0,16,0 0,116908
Entire,12,4 -2 0 -2 1,14,-1 0,16,0 0,119367
Entire,15,-2 5 0 -2 1,13,-1 1,15,0 0,121125
Entire,9,-11 2 0 -3 -1,15,1 -1,16,0 -1,116712
Entire,14,0 0 -1 1 -1,11,0 0,14,0 0,118045
Entire,11,-2 2 -3 0 -3,14,0 0,15,0 0,120686
Entire,11,2 0 -1 0 -2,11,-1 0,16,0 0,119102
Entire,17,5 -3 -1 2 1,14,0 0,16,-1 0,115247
Entire,12,1 -2 -1 -2 1,15,-1 1,14,1 1,119241
Entire,15,-2 15 7 -1 -2,15,0 1,16,0 0,115390
Entire,19,4 1 0 0 0,16,-1 0,16,0 0,118452
Entire,10,-3 2 0 0 -2,13,1 -1,15,0 0,120547
Entire,13,-1 2 -2 -1 -1,14,0 0,16,0 0,115004
Entire,14,-2 3 0 -1 -1,15,0 0,16,1 0,114111
Entire,15,4 -2 -2 2 -4,11,0 0,15,2 0,116914
Entire,13,1 3 -1 0 -2,15,0 0,16,0 1,115357
Entire,16,5 -3 5 -2 0,14,0 -2,15,0 0,114118
Entire,10,-6 -2 -3 2 0,16,1 0,16,0 0,117231
Entire,9,6 -2 -1 -1 -3,15,-1 1,17,0 0,113928
Entire,13,2 0 -1 1 -3,14,1 0,16,0 0,119146
Entire,16,-1 -1 0 2 1,15,1 0,16,0 0,119040
Entire,16,-6 0 0 1 -4,15,1 0,16,1 0,116225
Entire,11,0 2 2 1 -5,15,-1 0,15,0 0,117394
Entire,16,0 2 0 0 0,15,0 0,17,0 0,120205
Entire,12,4 1 -1 2 0,14,0 0,16,0 0,113634
Entire,16,0 -9 4 0 0,14,0 -3,16,1 0,116154
Entire,16,3 2 0 0 -1,12,-1 0,13,0 0,113885
Entire,20,4 2 0 3 6,15,0 0,16,0 0,115944
Entire,15,5 -3 0 2 1,12,-1 1,14,-1 0,118319
Entire,15,0 0 -1 -3 2,15,0 0,16,0 0,120762
Entire,12,0 3 2 -1 -4,14,0 1,15,0 1,116555
Entire,11,1 2 3 2 5,15,0 0,16,0 0,115275
Entire,13,-2 0 0 -1 2,16,0 0,14,1 0,117223
Entire,14,6 0 1 -1 3,14,0 0,16,0 0,120934
Entire,14,1 1 0 1 -2,15,0 -1,16,0 0,113542
Entire,17,6 -1 -1 0 0,14,-1 0,15,0 0,120297
Entire,15,1 -2 2 0 1,13,0 0,18,1 0,121028
Entire,13,0 -1 -1 0 -2,14,-1 1,15,-1 0,117779
Entire,11,4 0 0 -3 0,12,-1 0,16,0 0,118865
Entire,10,-3 2 -2 2 0,14,0 0,15,0 0,116608
Entire,14,5 3 0 -1 -2,16,9 0,15,-5 -1,117796
Entire,16,2 -1 0 0 2,15,0 0,16,0 0,115127
Entire,13,12 0 4 1 8,15,0 0,16,1 0,120661
Entire,15,0 1 1 -3 1,13,0 0,15,1 0,120314
Entire,13,2 0 -1 1 -1,14,2 0,14,0 0,117444
Entire,15,3 0 0 0 -1,13,0 0,15,0 0,119543
Entire,13,2 0 -1 1 -3,14,1 0,16,0 0,113492
Entire,15,4 0 0 0 -1,14,0 0,16,0 0,115749
Entire,15,4 -4 5 2 4,15,0 0,15,0 0,113688
Entire,12,5 3 -3 1 -3,16,0 0,14,-1 0,118942
Entire,14,3 1 0 1 -2,16,0 0,16,0 0,113680
Entire,14,12 3 5 -2 0,14,0 -1,18,-2 1,119779
Entire,15,10 1 0 0 3,14,1 0,15,0 0,118740
Entire,16,3 -2 1 0 0,16,0 0,16,0 0,116963
Entire,16,4 0 -1 0 1,15,0 0,15,1 0,116882
Entire,14,6 1 -2 2 -2,16,1 0,15,1 1,116440
Entire,17,-1 1 -2 -2 1,15,1 0,14,0 1,113228
Entire,15,-3 -1 -2 0 1,15,0 -1,16,0 0,113314
Entire,15,2 0 1 -2 0,10,0 0,15,0 0,114912
Entire,17,11 1 2 -3 2,14,2 -1,16,0 0,115823
Entire,9,7 0 0 0 1,16,0 0,16,0 0,119386
Entire,13,5 -2 0 -3 5,13,-3 1,15,2 0,117005
Entire,15,5 -1 -2 1 3,15,0 1,16,0 0,117253
Entire,14,3 15 3 4 0,14,1 1,15,0 1,116182
Entire,15,-2 -1 3 3 0,15,0 0,16,0 0,114525
Entire,11,0 -2 -2 -2 2,15,1 0,16,0 1,115648
Entire,14,3 2 -1 -1 -2,15,0 0,16,0 0,115750
Entire,12,4 0 -4 1 -2,14,-2 0,15,1 0,118549
Entire,15,9 2 -2 2 4,15,0 0,16,2 1,116557
Entire,16,0 0 1 -2 2,15,0 0,16,-1 0,114040
Entire,16,7 -1 -1 -6 2,14,0 -1,17,0 1,116665
Entire,14,-3 -2 0 2 0,13,-1 0,17,-1 0,119749
Entire,15,1 1 -2 2 1,15,1 0,14,0 0,120889
Entire,14,-1 -1 -3 -1 -2,13,0 0,15,0 0,120212
Entire,10,-3 0 0 -2 -4,14,2 0,16,0 0,115379
Entire,14,7 3 4 -4 4,15,-1 0,16,-1 1,113703
Entire,13,5 1 1 2 3,15,-1 0,16,1 -1,118325
Entire,14,1 -2 1 3 3,14,0 0,15,0 0,115221
Entire,17,8 -4 2 -4 2,15,1 0,16,0 0,116359
Entire,18,1 -5 -1 1 -2,13,0 1,13,0 1,120610
Entire,10,2 3 -2 1 1,17,0 0,15,0 0,119801
Entire,10,2 0 -1 1 -3,15,0 0,15,0 0,113401
Entire,11,0 -1 -1 2 -3,15,0 0,16,1 0,118816
Entire,16,2 -2 -1 -1 2,14,0 1,15,0 0,120590
Entire,14,-2 0 0 2 1,15,0 -1,16,0 0,114390
Entire,15,2 -1 3 1 1,16,0 0,16,0 0,117507
Entire,13,2 -2 -3 -1 -1,14,-1 1,14,0 0,117671
Entire,11,2 3 -2 3 -5,15,0 0,16,0 0,120612
Entire,6,4 -1 -2 0 -1,16,-1 1,16,0 -1,118773
Entire,18,-1 0 0 1 -1,12,0 0,13,-1 0,115742
Entire,17,4 0 -3 1 2,15,2 3,16,-2 -1,114774
Entire,12,0 -1 1 2 -6,15,-1 0,16,-1 0,115634
Entire,18,6 -1 -1 1 2,12,3 0,16,0 -1,114913
Entire,14,-1 -1 0 0 -3,12,1 1,16,0 -1,118417
Entire,17,0 -1 -1 -1 1,14,-1 0,14,0 0,120893
Entire,11,3 -4 -2 2 -1,15,0 0,15,0 0,119000
Entire,17,1 0 0 1 -1,12,0 0,15,0 0,116603
Entire,14,0 4 -2 -4 -1,15,0 0,16,0 0,118109
Entire,16,4 -2 -1 -1 0,14,-1 0,17,0 0,117639
Entire,14,9 0 -1 -1 4,15,0 0,16,0 1,115494
Entire,13,0 0 -3 -2 -1,15,0 0,15,1 0,116694
Entire,13,2 5 -1 0 1,14,0 -1,16,0 0,114513
Entire,13,2 -1 -1 -1 -3,15,-1 -1,15,0 -1,119792
Entire,19,1 0 -1 0 0,12,0 0,14,0 0,118446
Entire,13,2 -4 -1 2 -2,14,-1 0,16,0 0,113931
Entire,17,1 -1 0 0 0,14,0 0,14,-1 0,113685
Entire,14,1 0 0 3 1,16,1 -1,15,1 -2,119542
Entire,12,2 -2 -1 1 -1,13,0 0,16,0 -1,119505
Entire,16,3 1 0 1 1,13,-1 0,14,-2 0,119811
Entire,13,-5 6 -2 1 -4,16,-1 2,16,-1 -1,117260
Entire,14,8 0 -1 -1 1,14,0 0,16,0 0,113944
Entire,14,5 0 1 -1 1,12,-1 0,13,0 0,120350
Entire,13,0 1 -1 -2 -4,15,0 0,15,0 -1,113361
Entire,13,-9 -1 -1 2 0,16,0 0,16,1 0,113373
Entire,20,1 -3 0 1 1,12,0 0,15,0 0,113892
Entire,13,1 0 -1 0 -5,13,1 0,15,0 0,119652
Entire,11,1 0 0 1 1,15,0 0,16,-1 0,114186
Entire,5,-1 1 0 0 -1,16,0 0,16,-1 0,117078
Entire,12,7 3 0 1 3,15,-1 0,16,-1 0,120978
Entire,14,2 1 1 -2 1,13,0 0,16,0 0,113538
Entire,13,1 4 -4 -5 -1,13,1 0,16,-1 1,115318
Entire,12,5 -2 -2 0 -3,14,0 0,16,0 0,118328
Entire,7,1 3 3 3 1,15,0 -1,17,0 1,116098
Entire,12,-1 -2 -1 -3 -4,15,0 0,15,0 0,119687
Entire,19,1 1 -2 1 0,11,0 0,15,0 1,118095
Entire,14,5 1 2 0 1,10,-1 0,16,0 0,113992
Entire,11,2 1 2 2 4,14,-1 1,16,0 0,119418
Entire,19,1 -3 0 2 1,14,0 0,16,0 0,115288
Entire,15,1 2 -2 2 2,12,-1 0,16,0 0,114676
Entire,13,-1 2 2 -1 -2,14,-1 1,16,0 0,114310
Entire,16,2 0 2 0 -1,14,0 0,15,0 0,119630
Entire,14,4 0 -1 -1 -5,15,1 -1,14,0 -1,116643
Entire,14,8 -1 0 -2 3,12,-1 1,16,0 0,114712
Entire,11,0 -1 -1 1 -5,15,0 0,16,0 0,114130
Entire,17,-3 1 -1 1 -2,14,1 0,15,0 0,116995
Entire,12,3 -1 3 2 -3,15,0 0,17,0 0,117226
Entire,14,-2 1 0 2 -2,16,0 0,16,0 0,116835
Entire,16,2 -2 -1 -1 2,14,0 1,15,0 0,119532
Entire,10,9 5 0 1 1,17,4 0,15,-2 0,115300
Entire,18,2 0 1 -1 -2,14,0 0,14,1 -1,113790
Entire,16,2 9 5 0 0,12,0 0,16,0 0,114596
Entire,9,2 -1 -1 0 -2,15,0 0,16,0 0,116619
Entire,10,-1 -3 -3 2 -3,15,1 0,17,1 0,119415
Entire,15,-3 -1 -3 -1 -3,15,1 1,15,1 0,115274
Entire,18,0 0 0 1 0,14,0 0,15,0 0,121092
Entire,16,2 -1 0 0 2,15,0 0,16,0 0,116920
Entire,16,3 2 0 0 -2,15,0 0,16,0 0,113517
Entire,13,3 3 -1 3 -1,14,2 0,16,0 0,114483
Entire,17,3 1 1 2 0,10,0 -1,13,-1 0,117349
Entire,19,8 0 1 1 4,13,1 0,15,0 0,119150
Entire,16,2 -1 -4 -1 -2,14,0 0,16,0 0,118671
Entire,15,-2 2 1 1 0,14,-1 0,15,0 0,113422
Entire,16,-3 0 4 1 2,15,0 0,17,0 0,119460
Entire,11,2 -2 1 1 -1,12,0 1,15,0 0,120493
Entire,9,-3 2 -3 -1 -5,16,0 0,16,-1 0,116251
Entire,13,0 -1 0 -2 1,14,-2 0,16,0 0,115640
Entire,15,-3 3 -1 2 1,15,0 0,16,-1 0,117062
Entire,11,1 -1 -3 1 -4,14,0 0,15,1 0,120605
Entire,10,1 -2 -1 1 -1,12,0 0,15,0 0,119366
Entire,14,3 -3 0 -3 0,13,0 0,15,1 0,119851
Entire,11,2 1 1 1 2,14,0 0,15,0 0,115202
Entire,16,0 6 1 4 -2,16,0 0,16,0 0,115578
Entire,8,3 0 1 0 0,15,-1 0,16,1 0,116899
Entire,14,7 -2 1 1 0,14,-2 0,15,-1 0,118232
Entire,10,9 -4 1 -2 2,14,-1 0,16,1 -1,119633
Entire,15,2 0 -1 1 0,15,0 0,16,0 0,117460
Entire,14,1 -7 1 -4 -2,14,2 -1,15,1 0,118724
Entire,16,-3 3 -1 -2 0,16,0 0,16,0 0,120185
Entire,13,4 -1 1 2 1,13,0 1,17,-1 0,119628
Entire,13,4 -1 -1 0 0,15,-1 1,16,0 -1,113714
Entire,12,3 -1 0 -1 -1,14,0 0,15,0 0,113919
Entire,12,5 0 -3 0 -5,16,1 -1,16,1 0,117544
Entire,19,-1 0 4 2 3,14,0 0,16,0 0,115235
Entire,15,3 6 2 0 1,16,0 0,16,0 0,118879
Entire,16,3 2 1 2 1,16,2 0,14,1 1,120488
Entire,11,1 -2 0 0 -8,15,0 -1,16,0 0,119067
Entire,17,-2 1 -1 2 -1,12,0 0,18,0 1,116229
Entire,13,-1 4 -6 -1 -8,14,0 0,16,0 0,113930
Entire,15,1 7 -4 2 0,16,0 -1,16,0 0,113293
Entire,15,-4 3 -1 0 1,15,-1 0,16,0 0,119469
Entire,12,1 -2 0 0 1,14,0 0,16,0 0,116292
Entire,15,0 0 -1 -1 -1,14,-1 0,16,1 0,113738
Entire,6,-1 0 -4 0 -6,15,0 0,15,0 0,114007
Entire,17,1 0 0 -1 2,16,1 -1,16,-1 -1,117074
Entire,14,7 0 -3 -2 0,16,3 -1,15,-1 1,115981
Entire,15,1 0 0 -3 2,16,0 0,16,0 0,116864
Entire,17,3 1 1 1 4,15,-1 0,15,1 0,119296
Entire,18,3 2 0 -1 1,10,-1 -1,15,0 0,121133
Entire,13,1 4 1 6 1,15,-1 0,16,0 0,118143
Entire,11,-1 -1 -2 -1 2,12,0 0,15,0 0,120110
Entire,19,6 -3 0 -1 4,17,1 1,15,0 0,117463
Entire,16,3 -2 1 1 3,16,0 0,16,-1 0,114045
Entire,17,0 -1 2 0 1,15,0 0,17,0 0,114859
Entire,14,3 -1 -1 -1 -1,15,0 0,17,0 0,118845
Entire,13,2 0 -1 0 1,13,-1 0,15,-1 0,119054
Entire,12,-5 3 0 4 2,15,1 0,17,0 0,119024
Entire,15,1 -1 0 -1 -3,13,0 0,16,0 0,116524
Entire,12,1 -1 -1 0 0,16,1 0,14,0 0,119069
Entire,13,-6 -1 -1 -2 -1,13,1 1,14,1 0,114779
Entire,16,3 -2 1 0 0,16,0 0,16,0 0,119764
Entire,16,3 -2 -1 1 1,16,0 0,16,0 0,115917
Entire,13,3 -2 0 3 -2,12,-1 1,16,0 0,120414
Entire,12,0 0 -3 0 -1,13,0 0,15,0 0,118191
Entire,11,2 2 -1 -1 -1,14,0 0,18,1 2,115500
Entire,11,4 0 -1 0 0,13,0 0,15,0 0,113530
Entire,17,4 -2 1 2 -2,15,0 0,15,0 1,117335
Entire,16,7 2 -1 -1 0,16,0 -1,16,0 0,113800
Entire,16,1 1 -2 0 0,14,0 1,12,1 0,115069
Entire,11,0 2 -1 -1 2,11,0 -1,16,0 1,119402
Entire,16,4 6 1 -5 4,15,-1 1,16,0 -1,118587
Entire,14,4 -2 -1 0 -3,15,1 0,17,1 0,116580
Entire,13,12 2 3 1 6,16,0 1,14,0 0,117616
Entire,15,7 2 -2 0 0,14,-1 -1,15,-2 -1,120122
Entire,15,2 -1 0 0 0,14,-1 1,15,-1 1,115316
Entire,14,7 -5 5 -2 -2,15,-1 1,16,0 0,114488
Entire,14,4 1 -1 0 0,15,-1 0,15,0 0,115000
Entire,11,-2 1 0 -1 -5,15,0 0,16,0 1,119517
Entire,15,5 0 0 0 0,12,-1 0,16,0 0,120871
Entire,16,3 4 -1 -2 4,15,0 0,15,0 0,115834
Entire,11,4 1 1 1 1,12,-2 0,16,0 0,115492
Entire,14,0 0 -1 0 -1,13,1 0,15,0 0,114429
Entire,15,1 2 1 0 2,14,-1 0,16,0 0,117811
Entire,16,2 -2 0 0 0,12,0 0,13,0 0,118273
Entire,16,-2 0 0 2 1,15,0 -1,17,1 0,120516
